transaction_id,sender_id,recipient_id,payment_type,amount,location,payment_method,sender_iban,recipient_iban,balance_after,description,timestamp,amount_log1p,amount_global_mad_z,sender_user_first_name,sender_user_last_name,sender_user_birth_year,sender_user_salary,sender_user_job,sender_user_iban,sender_user_user_id,sender_user_description,recipient_user_first_name,recipient_user_last_name,recipient_user_birth_year,recipient_user_salary,recipient_user_job,recipient_user_iban,recipient_user_user_id,recipient_user_description,sender_iban_user_first_name,sender_iban_user_last_name,sender_iban_user_birth_year,sender_iban_user_salary,sender_iban_user_job,sender_iban_user_iban,sender_iban_user_user_id,sender_iban_user_description,recipient_iban_user_first_name,recipient_iban_user_last_name,recipient_iban_user_birth_year,recipient_iban_user_salary,recipient_iban_user_job,recipient_iban_user_iban,recipient_iban_user_user_id,recipient_iban_user_description,sender_iban_consistent,recipient_iban_consistent,hour,dow,dom,month,week,is_weekend,is_night,year_month,pair_key,sender_n_tx,sender_n_unique_recipients,sender_amount_mean,sender_amount_median,sender_amount_std,sender_amount_p90,sender_amount_p95,sender_amount_max,sender_night_frac,sender_weekend_frac,sender_top_recipient_concentration,sender_active_months,sender_n_inbound_tx,sender_inbound_amount_mean,sender_inbound_amount_median,sender_job,sender_age,sender_has_user,sender_has_location,sender_location_pings,recipient_n_tx_in,recipient_n_unique_senders,recipient_amount_mean_in,recipient_amount_median_in,recipient_amount_std_in,recipient_amount_p95_in,recipient_night_frac_in,recipient_weekend_frac_in,recipient_active_months_in,pair_n_tx,pair_total_amount,pair_mean_amount,pair_median_amount,pair_std_amount,pair_active_months,pair_median_gap_h,sender_salary_like_inflow_from,sender_salary_like_score,sender_salary_median_amount,sender_salary_n_months,sender_salary_amount_cv,sender_salary_dom_std,sender_graph_out_degree,sender_graph_in_degree,sender_graph_total_degree,sender_graph_weighted_out,sender_graph_weighted_in,recipient_graph_out_degree,recipient_graph_in_degree,recipient_graph_total_degree,recipient_graph_weighted_out,recipient_graph_weighted_in,sender_loc_loc_n_pings,sender_loc_loc_lat_centroid,sender_loc_loc_lng_centroid,sender_loc_loc_radius_std_km,sender_loc_loc_radius_p90_km,sender_loc_loc_active_hours,recipient_loc_loc_n_pings,recipient_loc_loc_lat_centroid,recipient_loc_loc_lng_centroid,recipient_loc_loc_radius_std_km,recipient_loc_loc_radius_p90_km,recipient_loc_loc_active_hours,sender_prev_ts,sender_gap_hours,sender_tx_count_before,sender_seen_pair_before,is_new_recipient_for_sender,sender_expanding_mean_before,sender_expanding_std_before,sender_expanding_median_before,amount_vs_sender_mean,amount_over_sender_mean_ratio,amount_sender_mad_like_z,sender_tx_last_1h,sender_tx_last_24h,sender_tx_last_7d,sender_amt_last_24h,sender_unique_recips_last_7d,pair_prev_ts,pair_gap_hours,pair_tx_count_before,pair_expanding_mean_before,pair_expanding_std_before,amount_over_pair_mean_ratio,suspicious_msg_prev_24h_sender,suspicious_msg_prev_72h_sender,any_msg_prev_24h_sender,sender_has_loc_profile,sender_loc_radius_p90,sender_has_home,amount_gt_sender_p95,amount_gt_3x_sender_mean,amount_gt_3x_pair_mean,new_recipient_high_amount_flag,burst_1h_flag,burst_24h_flag,night_new_high_flag,recipient_is_hub,sender_amount_vs_salary_ratio,amount_gt_50pct_salary,amount_gt_salary,msg_triggered_tx_flag,sender_out_in_degree_ratio,recipient_in_out_degree_ratio,pair_share_of_sender_volume
72f1f95a-81a7-4e04-9a31-2cec5b608d8b,BSQT-DNSE-7F1-PAR-1,APP33021,transfer,647.81,,,FR62S8154009917998374978837,IT71E2882286304039447950146815,11653.45,Rent payment Jan - Appartamenti Italia Paris,2087-01-02 17:56:23,6.475139915752707,-0.28525859779577756,,,,,,,,,,,,,,,,,Denise,Bousquet,2033.0,35900.0,Restaurant Owner,FR62S8154009917998374978837,"{'city': 'Paris', 'lat': '48.8567', 'lng': '2.3522'}","Denise Bousquet, née en 2033 et installée à Paris depuis toujours, tient un petit restaurant de quartier qui fonctionne à la force du poignet et des habitudes: elle connaît ses habitués, négocie directement avec des fournisseurs locaux et passe plus de temps en cuisine ou à dresser des tables qu'à comptabiliser les marges — son revenu annuel tourne autour de 35 900 €, assez pour maintenir l'établissement mais qui l'oblige à des choix mesurés et à un sens pratique aigu; elle voyage environ trois fois par an, parfois pour un week-end à quelques heures de la capitale, parfois pour de longs trajets jusqu'à quinze mille kilomètres, visitant des lieux aussi variés que des bourgades d'un millier d'habitants ou des métropoles de plusieurs millions, et ces escapades lui servent autant d'inspiration culinaire que d'échappatoire; dans la vie numérique elle reste pragmatique mais pas toujours vigilante — ses habitudes en font une personne au risque moyen de tomber dans des tentatives d'hameçonnage — et dans la rue comme dans sa salle, Denise impose par sa constance, sa franchise et une énergie discrète qui font d'elle une figure familière du quartier.",,,,,,,,,0,0,17,3,2,1,1,0,0,2087-01,BSQT-DNSE-7F1-PAR-1->APP33021,13,2,535.5538461538462,556.99,160.73378028790654,642.728,650.43,654.36,0.0,0.15384615384615385,0.9230769230769231,12,12,3005.3399999999997,3012.2349999999997,,0,0,1,288,12,1,578.855,561.7950000000001,39.91553502539625,650.7574999999999,0.0,0.16666666666666666,12,12,6946.26,578.855,561.7950000000001,39.91553502539625,12,720.4811111111111,EMP40162,1.0,3012.2349999999997,12.0,0.0107,0.7785,2,1,3,6962.2,36064.08,0,1,1,0.0,6946.26,288.0,48.39715625,0.5257329861111111,1136.7381121600727,148.0117739572045,24.0,,,,,,,NaT,,0,0,1,,,,,1.0,5.958958171206237,0,0,0,0.0,0,NaT,,0,,,1.0,0,0,0,1,148.0117739572045,0,0,0,0,0,0,0,0,1,0.21505958200472408,0,0,0,2.0,0.0,0.9977104938094281
c23a817a-26ca-4a29-bcfd-04f636531189,BSQT-DNSE-7F1-PAR-1,APP33021,transfer,547.51,,,FR62S8154009917998374978837,IT71E2882286304039447950146815,17157.63,Rent payment Feb - Appartamenti Italia Paris,2087-02-03 14:51:07,6.307205511089657,-0.38507174050959747,,,,,,,,,,,,,,,,,Denise,Bousquet,2033.0,35900.0,Restaurant Owner,FR62S8154009917998374978837,"{'city': 'Paris', 'lat': '48.8567', 'lng': '2.3522'}","Denise Bousquet, née en 2033 et installée à Paris depuis toujours, tient un petit restaurant de quartier qui fonctionne à la force du poignet et des habitudes: elle connaît ses habitués, négocie directement avec des fournisseurs locaux et passe plus de temps en cuisine ou à dresser des tables qu'à comptabiliser les marges — son revenu annuel tourne autour de 35 900 €, assez pour maintenir l'établissement mais qui l'oblige à des choix mesurés et à un sens pratique aigu; elle voyage environ trois fois par an, parfois pour un week-end à quelques heures de la capitale, parfois pour de longs trajets jusqu'à quinze mille kilomètres, visitant des lieux aussi variés que des bourgades d'un millier d'habitants ou des métropoles de plusieurs millions, et ces escapades lui servent autant d'inspiration culinaire que d'échappatoire; dans la vie numérique elle reste pragmatique mais pas toujours vigilante — ses habitudes en font une personne au risque moyen de tomber dans des tentatives d'hameçonnage — et dans la rue comme dans sa salle, Denise impose par sa constance, sa franchise et une énergie discrète qui font d'elle une figure familière du quartier.",,,,,,,,,0,0,14,0,3,2,6,0,0,2087-02,BSQT-DNSE-7F1-PAR-1->APP33021,13,2,535.5538461538462,556.99,160.73378028790654,642.728,650.43,654.36,0.0,0.15384615384615385,0.9230769230769231,12,12,3005.3399999999997,3012.2349999999997,,0,0,1,288,12,1,578.855,561.7950000000001,39.91553502539625,650.7574999999999,0.0,0.16666666666666666,12,12,6946.26,578.855,561.7950000000001,39.91553502539625,12,720.4811111111111,EMP40162,1.0,3012.2349999999997,12.0,0.0107,0.7785,2,1,3,6962.2,36064.08,0,1,1,0.0,6946.26,288.0,48.39715625,0.5257329861111111,1136.7381121600727,148.0117739572045,24.0,,,,,,,2087-01-02 17:56:23,764.9122222222222,1,1,0,647.81,,647.81,-100.29999999999995,0.8451706518886711,-0.622009727626462,0,0,0,0.0,0,2087-01-02 17:56:23,764.9122222222222,1,647.81,,0.8451706518886711,0,0,0,1,148.0117739572045,0,0,0,0,0,0,0,0,1,0.18176204711783778,0,0,0,2.0,0.0,0.9977104938094281
41874107-1171-4f03-bcf8-c7f72d430614,BSQT-DNSE-7F1-PAR-1,APP33021,transfer,549.31,,,FR62S8154009917998374978837,IT71E2882286304039447950146815,19626.82,Rent payment Mar - Appartamenti Italia Paris,2087-03-02 15:54:51,6.310481755806839,-0.38328047772909024,,,,,,,,,,,,,,,,,Denise,Bousquet,2033.0,35900.0,Restaurant Owner,FR62S8154009917998374978837,"{'city': 'Paris', 'lat': '48.8567', 'lng': '2.3522'}","Denise Bousquet, née en 2033 et installée à Paris depuis toujours, tient un petit restaurant de quartier qui fonctionne à la force du poignet et des habitudes: elle connaît ses habitués, négocie directement avec des fournisseurs locaux et passe plus de temps en cuisine ou à dresser des tables qu'à comptabiliser les marges — son revenu annuel tourne autour de 35 900 €, assez pour maintenir l'établissement mais qui l'oblige à des choix mesurés et à un sens pratique aigu; elle voyage environ trois fois par an, parfois pour un week-end à quelques heures de la capitale, parfois pour de longs trajets jusqu'à quinze mille kilomètres, visitant des lieux aussi variés que des bourgades d'un millier d'habitants ou des métropoles de plusieurs millions, et ces escapades lui servent autant d'inspiration culinaire que d'échappatoire; dans la vie numérique elle reste pragmatique mais pas toujours vigilante — ses habitudes en font une personne au risque moyen de tomber dans des tentatives d'hameçonnage — et dans la rue comme dans sa salle, Denise impose par sa constance, sa franchise et une énergie discrète qui font d'elle une figure familière du quartier.",,,,,,,,,0,0,15,6,2,3,9,1,0,2087-03,BSQT-DNSE-7F1-PAR-1->APP33021,13,2,535.5538461538462,556.99,160.73378028790654,642.728,650.43,654.36,0.0,0.15384615384615385,0.9230769230769231,12,12,3005.3399999999997,3012.2349999999997,,0,0,1,288,12,1,578.855,561.7950000000001,39.91553502539625,650.7574999999999,0.0,0.16666666666666666,12,12,6946.26,578.855,561.7950000000001,39.91553502539625,12,720.4811111111111,EMP40162,1.0,3012.2349999999997,12.0,0.0107,0.7785,2,1,3,6962.2,36064.08,0,1,1,0.0,6946.26,288.0,48.39715625,0.5257329861111111,1136.7381121600727,148.0117739572045,24.0,,,,,,,2087-02-03 14:51:07,649.0622222222222,2,2,0,597.66,70.92281015301069,597.66,-48.35000000000002,0.9191011611953284,-0.5039066147859977,0,0,0,0.0,0,2087-02-03 14:51:07,649.0622222222222,2,597.66,70.92281015301069,0.9191011611953284,0,0,0,1,148.0117739572045,0,0,0,0,0,0,0,0,1,0.18235961005698426,0,0,0,2.0,0.0,0.9977104938094281
6f6a369a-8e7e-4cbe-810e-9277ab59f42c,BSQT-DNSE-7F1-PAR-1,BTTRN93269,direct debit,15.94,,,FR62S8154009917998374978837,IT67U8246956684006265626159466,19610.88,Staff scheduling app monthly fee,2087-03-05 14:12:00,2.8296776892239084,-0.9140614939730596,,,,,,,,,,,,,,,,,Denise,Bousquet,2033.0,35900.0,Restaurant Owner,FR62S8154009917998374978837,"{'city': 'Paris', 'lat': '48.8567', 'lng': '2.3522'}","Denise Bousquet, née en 2033 et installée à Paris depuis toujours, tient un petit restaurant de quartier qui fonctionne à la force du poignet et des habitudes: elle connaît ses habitués, négocie directement avec des fournisseurs locaux et passe plus de temps en cuisine ou à dresser des tables qu'à comptabiliser les marges — son revenu annuel tourne autour de 35 900 €, assez pour maintenir l'établissement mais qui l'oblige à des choix mesurés et à un sens pratique aigu; elle voyage environ trois fois par an, parfois pour un week-end à quelques heures de la capitale, parfois pour de longs trajets jusqu'à quinze mille kilomètres, visitant des lieux aussi variés que des bourgades d'un millier d'habitants ou des métropoles de plusieurs millions, et ces escapades lui servent autant d'inspiration culinaire que d'échappatoire; dans la vie numérique elle reste pragmatique mais pas toujours vigilante — ses habitudes en font une personne au risque moyen de tomber dans des tentatives d'hameçonnage — et dans la rue comme dans sa salle, Denise impose par sa constance, sa franchise et une énergie discrète qui font d'elle une figure familière du quartier.",,,,,,,,,0,0,14,2,5,3,10,0,0,2087-03,BSQT-DNSE-7F1-PAR-1->BTTRN93269,13,2,535.5538461538462,556.99,160.73378028790654,642.728,650.43,654.36,0.0,0.15384615384615385,0.9230769230769231,12,12,3005.3399999999997,3012.2349999999997,,0,0,1,288,2,2,19.46,19.46,4.978031739553296,22.628,0.0,0.5,2,1,15.94,15.94,15.94,0.0,1,,EMP40162,1.0,3012.2349999999997,12.0,0.0107,0.7785,2,1,3,6962.2,36064.08,0,2,2,0.0,38.92,288.0,48.39715625,0.5257329861111111,1136.7381121600727,148.0117739572045,24.0,,,,,,,2087-03-02 15:54:51,70.28583333333333,3,0,1,581.5433333333333,57.39567347225165,549.31,-565.6033333333332,0.02740982328631286,-35.499827334630446,0,0,1,0.0,1,NaT,,0,,,1.0,0,0,0,1,148.0117739572045,0,0,0,0,0,0,0,0,1,0.00529175180555302,0,0,0,2.0,0.0,0.0022895061905719456
261ab683-aaf3-498f-a71e-102c39c46fc7,BSQT-DNSE-7F1-PAR-1,APP33021,transfer,569.87,,,FR62S8154009917998374978837,IT71E2882286304039447950146815,22037.05,Rent payment Apr - Appartamenti Italia Paris,2087-04-01 16:23:43,6.347161512982026,-0.36282027619174084,,,,,,,,,,,,,,,,,Denise,Bousquet,2033.0,35900.0,Restaurant Owner,FR62S8154009917998374978837,"{'city': 'Paris', 'lat': '48.8567', 'lng': '2.3522'}","Denise Bousquet, née en 2033 et installée à Paris depuis toujours, tient un petit restaurant de quartier qui fonctionne à la force du poignet et des habitudes: elle connaît ses habitués, négocie directement avec des fournisseurs locaux et passe plus de temps en cuisine ou à dresser des tables qu'à comptabiliser les marges — son revenu annuel tourne autour de 35 900 €, assez pour maintenir l'établissement mais qui l'oblige à des choix mesurés et à un sens pratique aigu; elle voyage environ trois fois par an, parfois pour un week-end à quelques heures de la capitale, parfois pour de longs trajets jusqu'à quinze mille kilomètres, visitant des lieux aussi variés que des bourgades d'un millier d'habitants ou des métropoles de plusieurs millions, et ces escapades lui servent autant d'inspiration culinaire que d'échappatoire; dans la vie numérique elle reste pragmatique mais pas toujours vigilante — ses habitudes en font une personne au risque moyen de tomber dans des tentatives d'hameçonnage — et dans la rue comme dans sa salle, Denise impose par sa constance, sa franchise et une énergie discrète qui font d'elle une figure familière du quartier.",,,,,,,,,0,0,16,1,1,4,14,0,0,2087-04,BSQT-DNSE-7F1-PAR-1->APP33021,13,2,535.5538461538462,556.99,160.73378028790654,642.728,650.43,654.36,0.0,0.15384615384615385,0.9230769230769231,12,12,3005.3399999999997,3012.2349999999997,,0,0,1,288,12,1,578.855,561.7950000000001,39.91553502539625,650.7574999999999,0.0,0.16666666666666666,12,12,6946.26,578.855,561.7950000000001,39.91553502539625,12,720.4811111111111,EMP40162,1.0,3012.2349999999997,12.0,0.0107,0.7785,2,1,3,6962.2,36064.08,0,1,1,0.0,6946.26,288.0,48.39715625,0.5257329861111111,1136.7381121600727,148.0117739572045,24.0,,,,,,,2087-03-05 14:12:00,650.1952777777777,4,3,0,440.1425,286.6582603467062,548.41,129.72750000000002,1.2947397717784581,0.8450933852140097,0,0,0,0.0,0,2087-03-02 15:54:51,720.4811111111111,3,581.5433333333333,57.39567347225165,0.9799269759203958,0,0,0,1,148.0117739572045,0,0,0,0,0,0,0,0,1,0.18918510673968003,0,0,0,2.0,0.0,0.9977104938094281
9866889a-423e-484f-8f87-ccf53561936a,BSQT-DNSE-7F1-PAR-1,APP33021,transfer,551.47,,,IT23H4471632444551507608672041,IT71E2882286304039447950146815,4720.5,Rent payment May - Appartamenti Italia Paris,2087-05-01 15:52:40,6.314399133275149,-0.38113096239248145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15,3,1,5,18,0,0,2087-05,BSQT-DNSE-7F1-PAR-1->APP33021,13,2,535.5538461538462,556.99,160.73378028790654,642.728,650.43,654.36,0.0,0.15384615384615385,0.9230769230769231,12,12,3005.3399999999997,3012.2349999999997,,0,0,1,288,12,1,578.855,561.7950000000001,39.91553502539625,650.7574999999999,0.0,0.16666666666666666,12,12,6946.26,578.855,561.7950000000001,39.91553502539625,12,720.4811111111111,EMP40162,1.0,3012.2349999999997,12.0,0.0107,0.7785,2,1,3,6962.2,36064.08,0,1,1,0.0,6946.26,288.0,48.39715625,0.5257329861111111,1136.7381121600727,148.0117739572045,24.0,,,,,,,2087-04-01 16:23:43,719.4825,5,4,0,466.088,254.9422748780594,549.31,85.382,1.1831885824136215,-0.36218287937743165,0,0,0,0.0,0,2087-04-01 16:23:43,719.4825,4,578.625,47.2254405308551,0.9530697774897386,0,0,0,1,148.0117739572045,0,0,0,0,0,0,0,0,1,0.18307668558396012,0,0,0,2.0,0.0,0.9977104938094281
da247975-cf1b-4b79-b86b-5f684d32dd13,BSQT-DNSE-7F1-PAR-1,APP33021,transfer,622.4,,,FR62S8154009917998374978837,IT71E2882286304039447950146815,24420.62,Rent payment Jun - Appartamenti Italia Paris,2087-06-03 10:40:52,6.435188367333237,-0.3105452573806047,,,,,,,,,,,,,,,,,Denise,Bousquet,2033.0,35900.0,Restaurant Owner,FR62S8154009917998374978837,"{'city': 'Paris', 'lat': '48.8567', 'lng': '2.3522'}","Denise Bousquet, née en 2033 et installée à Paris depuis toujours, tient un petit restaurant de quartier qui fonctionne à la force du poignet et des habitudes: elle connaît ses habitués, négocie directement avec des fournisseurs locaux et passe plus de temps en cuisine ou à dresser des tables qu'à comptabiliser les marges — son revenu annuel tourne autour de 35 900 €, assez pour maintenir l'établissement mais qui l'oblige à des choix mesurés et à un sens pratique aigu; elle voyage environ trois fois par an, parfois pour un week-end à quelques heures de la capitale, parfois pour de longs trajets jusqu'à quinze mille kilomètres, visitant des lieux aussi variés que des bourgades d'un millier d'habitants ou des métropoles de plusieurs millions, et ces escapades lui servent autant d'inspiration culinaire que d'échappatoire; dans la vie numérique elle reste pragmatique mais pas toujours vigilante — ses habitudes en font une personne au risque moyen de tomber dans des tentatives d'hameçonnage — et dans la rue comme dans sa salle, Denise impose par sa constance, sa franchise et une énergie discrète qui font d'elle une figure familière du quartier.",,,,,,,,,0,0,10,1,3,6,23,0,0,2087-06,BSQT-DNSE-7F1-PAR-1->APP33021,13,2,535.5538461538462,556.99,160.73378028790654,642.728,650.43,654.36,0.0,0.15384615384615385,0.9230769230769231,12,12,3005.3399999999997,3012.2349999999997,,0,0,1,288,12,1,578.855,561.7950000000001,39.91553502539625,650.7574999999999,0.0,0.16666666666666666,12,12,6946.26,578.855,561.7950000000001,39.91553502539625,12,720.4811111111111,EMP40162,1.0,3012.2349999999997,12.0,0.0107,0.7785,2,1,3,6962.2,36064.08,0,1,1,0.0,6946.26,288.0,48.39715625,0.5257329861111111,1136.7381121600727,148.0117739572045,24.0,,,,,,,2087-05-01 15:52:40,786.8033333333333,6,5,0,480.3183333333333,230.67610439026117,550.39,142.08166666666665,1.2958072944679049,4.2917358949416435,0,0,0,0.0,0,2087-05-01 15:52:40,786.8033333333333,5,573.194,42.66333882855395,1.085845281004337,0,0,0,1,148.0117739572045,0,0,0,0,0,0,0,0,1,0.20662398518043912,0,0,0,2.0,0.0,0.9977104938094281
2a178e9d-4366-4ae3-985b-8cfb04444cce,BSQT-DNSE-7F1-PAR-1,APP33021,transfer,566.6,,,FR62S8154009917998374978837,IT71E2882286304039447950146815,29796.12,Rent payment Jul - Appartamenti Italia Paris,2087-07-04 09:19:31,6.3414169452858875,-0.366074403576329,,,,,,,,,,,,,,,,,Denise,Bousquet,2033.0,35900.0,Restaurant Owner,FR62S8154009917998374978837,"{'city': 'Paris', 'lat': '48.8567', 'lng': '2.3522'}","Denise Bousquet, née en 2033 et installée à Paris depuis toujours, tient un petit restaurant de quartier qui fonctionne à la force du poignet et des habitudes: elle connaît ses habitués, négocie directement avec des fournisseurs locaux et passe plus de temps en cuisine ou à dresser des tables qu'à comptabiliser les marges — son revenu annuel tourne autour de 35 900 €, assez pour maintenir l'établissement mais qui l'oblige à des choix mesurés et à un sens pratique aigu; elle voyage environ trois fois par an, parfois pour un week-end à quelques heures de la capitale, parfois pour de longs trajets jusqu'à quinze mille kilomètres, visitant des lieux aussi variés que des bourgades d'un millier d'habitants ou des métropoles de plusieurs millions, et ces escapades lui servent autant d'inspiration culinaire que d'échappatoire; dans la vie numérique elle reste pragmatique mais pas toujours vigilante — ses habitudes en font une personne au risque moyen de tomber dans des tentatives d'hameçonnage — et dans la rue comme dans sa salle, Denise impose par sa constance, sa franchise et une énergie discrète qui font d'elle une figure familière du quartier.",,,,,,,,,0,0,9,4,4,7,27,0,0,2087-07,BSQT-DNSE-7F1-PAR-1->APP33021,13,2,535.5538461538462,556.99,160.73378028790654,642.728,650.43,654.36,0.0,0.15384615384615385,0.9230769230769231,12,12,3005.3399999999997,3012.2349999999997,,0,0,1,288,12,1,578.855,561.7950000000001,39.91553502539625,650.7574999999999,0.0,0.16666666666666666,12,12,6946.26,578.855,561.7950000000001,39.91553502539625,12,720.4811111111111,EMP40162,1.0,3012.2349999999997,12.0,0.0107,0.7785,2,1,3,6962.2,36064.08,0,1,1,0.0,6946.26,288.0,48.39715625,0.5257329861111111,1136.7381121600727,148.0117739572045,24.0,,,,,,,2087-06-03 10:40:52,742.6441666666667,7,6,0,500.61571428571426,217.31721820548742,551.47,65.98428571428576,1.1318062614323505,0.6305393968871621,0,0,0,0.0,0,2087-06-03 10:40:52,742.6441666666667,6,581.395,43.123854071731564,0.9745525847315509,0,0,0,1,148.0117739572045,0,0,0,0,0,0,0,0,1,0.1880995340668972,0,0,0,2.0,0.0,0.9977104938094281
de117f63-308e-4d94-80b2-b9c00afe9dc4,BSQT-DNSE-7F1-PAR-1,APP33021,transfer,556.99,,,FR62S8154009917998374978837,IT71E2882286304039447950146815,32225.25,Rent payment Aug - Appartamenti Italia Paris,2087-08-01 17:26:37,6.3243410410737715,-0.3756377565322593,,,,,,,,,,,,,,,,,Denise,Bousquet,2033.0,35900.0,Restaurant Owner,FR62S8154009917998374978837,"{'city': 'Paris', 'lat': '48.8567', 'lng': '2.3522'}","Denise Bousquet, née en 2033 et installée à Paris depuis toujours, tient un petit restaurant de quartier qui fonctionne à la force du poignet et des habitudes: elle connaît ses habitués, négocie directement avec des fournisseurs locaux et passe plus de temps en cuisine ou à dresser des tables qu'à comptabiliser les marges — son revenu annuel tourne autour de 35 900 €, assez pour maintenir l'établissement mais qui l'oblige à des choix mesurés et à un sens pratique aigu; elle voyage environ trois fois par an, parfois pour un week-end à quelques heures de la capitale, parfois pour de longs trajets jusqu'à quinze mille kilomètres, visitant des lieux aussi variés que des bourgades d'un millier d'habitants ou des métropoles de plusieurs millions, et ces escapades lui servent autant d'inspiration culinaire que d'échappatoire; dans la vie numérique elle reste pragmatique mais pas toujours vigilante — ses habitudes en font une personne au risque moyen de tomber dans des tentatives d'hameçonnage — et dans la rue comme dans sa salle, Denise impose par sa constance, sa franchise et une énergie discrète qui font d'elle une figure familière du quartier.",,,,,,,,,0,0,17,4,1,8,31,0,0,2087-08,BSQT-DNSE-7F1-PAR-1->APP33021,13,2,535.5538461538462,556.99,160.73378028790654,642.728,650.43,654.36,0.0,0.15384615384615385,0.9230769230769231,12,12,3005.3399999999997,3012.2349999999997,,0,0,1,288,12,1,578.855,561.7950000000001,39.91553502539625,650.7574999999999,0.0,0.16666666666666666,12,12,6946.26,578.855,561.7950000000001,39.91553502539625,12,720.4811111111111,EMP40162,1.0,3012.2349999999997,12.0,0.0107,0.7785,2,1,3,6962.2,36064.08,0,1,1,0.0,6946.26,288.0,48.39715625,0.5257329861111111,1136.7381121600727,148.0117739572045,24.0,,,,,,,2087-07-04 09:19:31,680.1183333333333,8,7,0,508.86375,202.54464241159985,559.0350000000001,48.12625000000003,1.094575905632893,0.0,0,0,0,0.0,0,2087-07-04 09:19:31,680.1183333333333,7,579.2814285714286,39.7616978295157,0.9615188275129039,0,0,0,1,148.0117739572045,0,0,0,0,0,0,0,0,1,0.18490921193067608,0,0,0,2.0,0.0,0.9977104938094281
01420432-333c-4051-829b-0bf004c3201d,BSQT-DNSE-7F1-PAR-1,APP33021,transfer,582.84,,,FR62S8154009917998374978837,IT71E2882286304039447950146815,34674.01,Rent payment Sep - Appartamenti Italia Paris,2087-09-03 18:26:17,6.369626972688137,-0.349913232712197,,,,,,,,,,,,,,,,,Denise,Bousquet,2033.0,35900.0,Restaurant Owner,FR62S8154009917998374978837,"{'city': 'Paris', 'lat': '48.8567', 'lng': '2.3522'}","Denise Bousquet, née en 2033 et installée à Paris depuis toujours, tient un petit restaurant de quartier qui fonctionne à la force du poignet et des habitudes: elle connaît ses habitués, négocie directement avec des fournisseurs locaux et passe plus de temps en cuisine ou à dresser des tables qu'à comptabiliser les marges — son revenu annuel tourne autour de 35 900 €, assez pour maintenir l'établissement mais qui l'oblige à des choix mesurés et à un sens pratique aigu; elle voyage environ trois fois par an, parfois pour un week-end à quelques heures de la capitale, parfois pour de longs trajets jusqu'à quinze mille kilomètres, visitant des lieux aussi variés que des bourgades d'un millier d'habitants ou des métropoles de plusieurs millions, et ces escapades lui servent autant d'inspiration culinaire que d'échappatoire; dans la vie numérique elle reste pragmatique mais pas toujours vigilante — ses habitudes en font une personne au risque moyen de tomber dans des tentatives d'hameçonnage — et dans la rue comme dans sa salle, Denise impose par sa constance, sa franchise et une énergie discrète qui font d'elle une figure familière du quartier.",,,,,,,,,0,0,18,2,3,9,36,0,0,2087-09,BSQT-DNSE-7F1-PAR-1->APP33021,13,2,535.5538461538462,556.99,160.73378028790654,642.728,650.43,654.36,0.0,0.15384615384615385,0.9230769230769231,12,12,3005.3399999999997,3012.2349999999997,,0,0,1,288,12,1,578.855,561.7950000000001,39.91553502539625,650.7574999999999,0.0,0.16666666666666666,12,12,6946.26,578.855,561.7950000000001,39.91553502539625,12,720.4811111111111,EMP40162,1.0,3012.2349999999997,12.0,0.0107,0.7785,2,1,3,6962.2,36064.08,0,1,1,0.0,6946.26,288.0,48.39715625,0.5257329861111111,1136.7381121600727,148.0117739572045,24.0,,,,,,,2087-08-01 17:26:37,792.9944444444444,9,8,0,514.2111111111111,190.14110309480984,556.99,68.62888888888892,1.1334644223081745,1.6960919260700449,0,0,0,0.0,0,2087-08-01 17:26:37,792.9944444444444,8,576.495,37.64638096816212,1.0110061665755992,0,0,0,1,148.0117739572045,0,0,0,0,0,0,0,0,1,0.1934908796956413,0,0,0,2.0,0.0,0.9977104938094281
